,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
33,SYSTEMS,AND,METHODS,FOR,WATERING,A,SEED,TRAY,A,watering,station,watering,device,swing,arm,end,end,robot,arm,end,swing,arm,motor,swing,arm,motor,robot,arm,respect,swing,arm,outlets,robot,arm,pumps,outlets,robot,arm,fluid,reservoir,pumps,inlet,outlet,pumps,fluid,reservoir,pumps,fluid,fluid,reservoir,amount,fluid,outlets,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,SYSTEMS,AND,METHODS,FOR,NORMALIZING,TANK,PRESSURE,A,system,tank,pressures,controller,tank,reservoir,valve,reservoir,master,controller,distribution,line,tank,valve,sensor,controller,sensor,output,signals,level,reservoir,instruction,set,processor,signals,sensor,fluid,level,fluid,reservoir,threshold,signal,valve,fluid,level,threshold,fluid,tank,reservoir,signal,valve,fluid,level,threshold,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CONTAINER,A,planter,construction,amendable,manufacture,divider,space,planter,soil,space,water,reservoir,conduit,reservoir,divider,end,space,reservoir,conduit,divider,planar,portion,portion,therefrom,reservoir,soil,opening,portion,communicates,space,soil,portion,drain,hole,portion,reservoir,results,water,reservoir,saturation,holes,portion,soil,therein,soil,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Precision,Water,Level,Adjuster,Plant,Watering,Device,apparatus,method,fluid,level,plant,watering,device,embodiment,plant,device,fluid,reservoir,adapter/fluid,regulator,hollow,permeable,plant,stake,plant,stake,soil,adjacent,plant,soil,adapter,sits,plant,stake,valve,settings,depth,water,plant,stake,plant,stake,levels,water,rate,permeation,stake,watering,rate,plant,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SYSTEMS,AND,METHODS,FOR,GERMINATING,SEEDS,A,system,seeds,germination,recipe,system,seeds,pod,plurality,germination,sub-tanks,seeds,plurality,germination,sub-tanks,species,seeds,master,germination,tank,seeds,plurality,germination,sub-tanks,controller,controller,processors,memory,modules,germination,recipes,machine,instructions,memory,modules,processors,controller,ratio,species,seeds,germination,recipe,plurality,germination,sub-tanks,seeds,master,germination,tank,ratio,seeds,master,germination,tank,carts,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,AUTOMATIC,MODULAR,SYSTEM,FOR,MANAGING,VERTICAL,FARMS,system,trays,plants,farming,module,plan,arrangement,supports,module,zones,plurality,seats,guides,trays,zone,tray,transfer,device,axis,Z,movement,motorization,assemblies,transfer,device,position,position,tray,vice,versa,transfer,device,shelf,tray,axis,Y,tray,seat,zones,Said,module,further,means,zone,elevator,device,charge,tray,latter,shelf,elevator,device,displace,tray,axis,X,horizontal,axis,Y,transfer,tray,shelf,transfer,device,module,module,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,WATER,TREATMENT,APPARATUS,AND,METHOD,apparatus,treatment,drinking,water,vessel,apparatus,housing,drinking,water,inlet,drinking,water,outlet,apparatus,pump,drinking,water,water,inlet,water,outlet,water,outlet,pump,drinking,water,upwards,water,outlet,surface,drinking,water,disturbance,surface,drinking,water,vessel,example,apparatus,algae,water,example,apparatus,oxygen,content,water,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PESTICIDE,FORMULATION,COMPRISING,MFC,AS,RHEOLOGY,MODIFIER,Described,herein,inter,alia,composition,agent,form,cellulose,methods,composition,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FLEXIBLE,MULTIPLE,PIECE,MOLD,ASSEMBLY,WITH,SEALS,FOR,PRODUCING,A,COMESTIBLE,BAKED,PRODUCT,IN,COMPLEX,SHAPE,A,mold,assembly,pieces,seal,mold,assembly,cavity,shape,product,substance,cavity,opening,mold,assembly,pieces,opening,seal,pieces,pieces,mold,product,seal,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ICE,CREAM,LIFT,ice,cream,lift,platform,contacts,base,ice,cream,container,platform,lift,mechanism,platform,position,position,method,base,ice,cream,container,base,platform,base,sides,ice,cream,container,platform,base,upwards,position,ice,cream,container,container,lift,platform,contacts,base,container,platform,lift,mechanism,platform,position,position,method,base,container,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ROTARY,DIE,ASSEMBLIES,METHODS,FOR,USING,SAME,AND,FOOD,PRODUCTS,MADE,BY,SAME,A,food,product,material,assembly,discharging,assembly,material,strands,strands,strands,strands,material,form,structure,food,product,extrusion,die,system,method,food,product,food,products,extrusion,die,system,method,food,products,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Apparel,Design,System,Bounded,Area,Asset,Placement,A,system,user,designs,apparel,preview,designs,manufacture,Software,lasers,apparel,wear,pattern,design,user,apparel,system,constraints,designs.,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Hook,Fastener,Cap,Cavity,A,hook,fastener,stem,edges,surface,surface,cap,end,stem,cap,surface,end,end,pair,portions,surface,cap,end,end,ends,ends,cap,portion,extends,direction,stem,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,APPARATUS,AND,METHOD,FOR,A,LED,FIXED,HEAD,BAND,CONFIGURED,FOR,OUTWARD,DISPLAY,OF,CONTENT,TO,ENGAGE/DISCTRACT,AN,INFANT,aspect,invention,head-band,band,head,size,band,rests,conforms,forehead,user,user,LED,source,sleeve,head-band,display,content,user,wherein,LED,source,forehead,user,center,users,engagement,user,user,child,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Candle,Holder,Vase,Caddy,A,modular,assembly,holder,hollow,opening,end,comprising,adapter-unit,wherein,plugs,opening,holder,base-unit,wherein,holder,base-unit,adapter-unit,holder,base-units,adapter-units,variety,assemblies,vase,plant,stand,holder,caddy,articles,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,AIR,COMPRESSED,COFFEE,OR,TEA,MAKING,MACHINE,air,coffee,tea,making,machine,air,tank,pressure,air,air,tank,air,compressor,air,pressure,air,air,tank,storage,tank,therein,filtering,tank,air,tank,storage,tank,receiving,tank,filtering,tank,receiving,tank,coffee,powders,tea,powders,liquid,storage,tank,filtering,tank,pressure,air,air,tank,liquid,filtering,tank,suffers,air,pressure,receiving,tank,result,liquid,coffee,tea,powders,receiving,tank,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,AUTOMATED,CLEANING,SYSTEM,FOR,FOOD,PROCESSOR,AND,METHOD,A,system,food,flow,path,food,processor,system,food,processor,disassembly,food,processor,system,control,assembly,passage,solution,food,processor,operator,oversight,system,pressure,water,supply,utility,water,pressure,solutions,rinses,backwards,forwards,food,flow,path,food,processor,processing,food,flow,manifold,assembly,intake,manifold,distribution,manifold,induction,port,access,port,distribution,manifold,additives,agents,stream,passing,manifold,assembly,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,HEATPROOF,CARRIER,FOR,FOOD,PREPARATION,AND,METHOD,ovenproof,carrier,passage,ovenproof,carrier,unit,base,unit,pair,passageways,unit,base,unit,passageways,passage,unit,base,unit,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ELECTRIC,BLOWER,ELECTRIC,VACUUM,CLEANER,AND,HAND,DRIER,blower,motor,unit,shaft,impeller,fan,cover,motor,unit,case,bracket,impeller,motor,unit,direction,axis,shaft,bracket,portion,outward,vent,direction,portion,outward,portion,outward,circumference,motor,unit,case,direction,passage,passage,bracket,airflow,passages,passage,impeller,fan,cover,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Robot,A,cleaning,robot,cover,cover,cover,parts,cover,suction,module,cover,materials,ground,part,cover,cover,sensor,part.,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,SURFACE,CLEANING,APPARATUS,WITH,AN,ARRESTER,PLATE,HAVING,A,VARIABLE,GAP,A,surface,cleaning,apparatus,cyclone,chamber,cyclone,axis,rotation,dirt,outlet,gap,sidewall,cyclone,plate,dirt,end,cyclone,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Robot,A,cleaning,robot,cover,cover,cover,force,body,cover,opening,portion,cover,sensor,body,cover,cover,opening.,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,DRYING,A,appliance,drying,rack,drain,tray,embodiments,accessories,placement,scaling,size,amount,placement,features,capacity,location,drying,accessories,drain,tray,base,base,absorbs,water,kitchenware,humidity,mold,bacteria,thereon,rack,board,holder,space,pots,pans,bowls,rack,steel,rails,person,needs,legs,rack,drain,tray,surface,counter,evaporation,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,METHOD,FOR,MANUFACTURING,AN,ENDOSCOPE,INSERTION,TUBE,AND,ENDOSCOPE,HAVING,AN,INSERTION,TUBE,invention,method,endoscope,insertion,tube,insertion,tube,passive,section,distal,section,section,section,cuts,section,element,way,individual,cuts,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
